formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C28H42N6O11	[M + H2O - H]-	C28H43N6O12-	Carbohydrates	0.950	Aminosugars and aminoglycosides	0.515	Aminoglycosides	0.535	Organic oxygen compounds	1.000	Organooxygen compounds	0.999	Carbohydrates and carbohydrate conjugates	0.977	Aminosaccharides	0.746	Aminoglycosides	0.692	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Aminoglycosides; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Dialkylamines; Polyols; Amines; Secondary amines; Cyclitols and derivatives; Aminosaccharides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	655.295	1368	22.798	832272568170457474	832264764923396725	832264764923396724	917	
1	C17H34N6O6	[M - H]-	C17H33N6O6-	Alkaloids	0.545	Ornithine alkaloids	0.364	Polyamines	0.614	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.990	Carboxylic acid derivatives	0.986	Carboxylic acid amides	0.959	Secondary carboxylic acid amides	0.854	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Primary amines; Acetohydroxamic acids; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	417.248	1368	22.800	832272586679923025	832264765036642948	832264765036642947	920	
1	C32H39N5O12	[M + H]+	C32H40N5O12+	Carbohydrates	0.384	Oligopeptides	0.238	Depsides and depsidones	0.225	Organic acids and derivatives	0.994	Carboxylic acids and derivatives	0.967	Amino acids, peptides, and analogues	0.867	Amino acids and derivatives	0.857	N-acyl-alpha amino acids and derivatives	0.651	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Phenols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Salicylic acid and derivatives; Carboxylic acid derivatives; Benzyloxycarbonyls; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Glycosyl compounds; Benzene and substituted derivatives; Polyols; Alpha amino acid amides; Benzenoids; Amines; Salicylamides; Vinylogous acids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	686.266	1368	22.803	832272497039254505	832264869122502352	832264869122502351	3177	
2	C32H36N4O12	[M + H3N + H]+	C32H40N5O12+	Carbohydrates	0.352	Nucleosides	0.143	Depsides and depsidones	0.199	Organic acids and derivatives	0.978	Carboxylic acids and derivatives	0.905	Amino acids, peptides, and analogues	0.592	Amino acids and derivatives	0.579	Alpha amino acids and derivatives	0.508	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Ketones; Alcohols and polyols; Phenols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Benzoyl derivatives; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Salicylic acid and derivatives; Carboxylic acid derivatives; Benzyloxycarbonyls; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Benzenediols; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Salicylamides; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	686.266	1368	22.803	832272497039254506	832264869122502352	832264869122502351	3177	
3	C31H43NO16	[M + H]+	C31H44NO16+	Polyketides	0.407	Flavonoids	0.284	Depsides and depsidones	0.282	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.991	Glycosyl compounds	0.917	Phenolic glycosides	0.912	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Phenols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Benzoyl derivatives; Organooxygen compounds; Carboxylic acid derivatives; Benzyloxycarbonyls; Carboxylic acid esters; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	686.266	1368	22.803	832272497039254507	832264869122502352	832264869122502351	3177	
4	C31H40O16	[M + H3N + H]+	C31H44NO16+	Shikimates and Phenylpropanoids	0.717	Flavonoids	0.825	Chalcones	0.157	Phenylpropanoids and polyketides	0.781	Flavonoids	0.628	Flavonoid glycosides	0.614	Flavonoid O-glycosides	0.620	Flavonoid O-glycosides	0.620	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Ketones; Alcohols and polyols; Phenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Benzoyl derivatives; Organooxygen compounds; Flavonoids; Carboxylic acid derivatives; Benzyloxycarbonyls; Flavonoid glycosides; Carboxylic acid esters; Hexoses; Monosaccharides; Flavonoid O-glycosides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	686.266	1368	22.803	832272497039254508	832264869122502352	832264869122502351	3177	
5	C27H39N7O14	[M + H]+	C27H40N7O14+	Carbohydrates	0.702	Aromatic polyketides	0.351	Depsides and depsidones	0.335	Organic acids and derivatives	0.974	Carboxylic acids and derivatives	0.908	Amino acids, peptides, and analogues	0.841	Amino acids and derivatives	0.836	Alpha amino acids and derivatives	0.627	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Phenols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Salicylic acid and derivatives; Carboxylic acid derivatives; Benzyloxycarbonyls; Hydroxybenzoic acid derivatives; Hexoses; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Amines; Primary amines; Salicylamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	686.266	1368	22.803	832272497039254509	832264869122502352	832264869122502351	3177	
6	C27H36N6O14	[M + H3N + H]+	C27H40N7O14+	Carbohydrates	0.673	Nucleosides	0.358	Depsides and depsidones	0.373	Organic acids and derivatives	0.961	Carboxylic acids and derivatives	0.869	Amino acids, peptides, and analogues	0.799	Amino acids and derivatives	0.794	Alpha amino acids and derivatives	0.602	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Phenols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Salicylic acid and derivatives; Carboxylic acid derivatives; Benzyloxycarbonyls; Hydroxybenzoic acid derivatives; Hexoses; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Oxanes; Glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Amines; Primary amines; Salicylamides; Propargyl-type 1,3-dipolar organic compounds; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	686.266	1368	22.803	832272497039254510	832264869122502352	832264869122502351	3177	
7	C35H41N3O10	[M + Na]+	C35H41N3NaO10+	Amino acids and Peptides	0.314	Aromatic polyketides	0.128	Depsides and depsidones	0.084	Organic acids and derivatives	0.964	Carboxylic acids and derivatives	0.889	Amino acids, peptides, and analogues	0.547	Amino acids and derivatives	0.534	Amino acids and derivatives	0.534	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Phenols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	686.266	1368	22.803	832272497039254511	832264869122502352	832264869122502351	3177	
8	C28H45O19	[M + H]+	C28H46O19+	Shikimates and Phenylpropanoids	0.316	Flavonoids	0.491	Secoiridoid monoterpenoids	0.289	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	0.999	Glycosyl compounds	0.974	Phenolic glycosides	0.930	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Phenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Benzoyl derivatives; Organooxygen compounds; Carboxylic acid derivatives; Benzyloxycarbonyls; Carboxylic acid esters; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	686.266	1368	22.803	832272497039254512	832264869122502352	832264869122502351	3177	
1	C32H44O12	[M + H]+	C32H45O12+	Terpenoids	0.943	Apocarotenoids	0.352	Secoiridoid monoterpenoids	0.206	Lipids and lipid-like molecules	0.974	Saccharolipids	0.790					Saccharolipids	0.790	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Monosaccharides; Monoterpenoids; Monocyclic monoterpenoids; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Saccharolipids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	621.291	1369	22.812	832272602907686852	832264869332217572	832264869332217571	3181	
2	C32H46O13	[M - H2O + H]+	C32H45O12+	Terpenoids	0.898	Apocarotenoids	0.350	Secoiridoid monoterpenoids	0.251	Lipids and lipid-like molecules	0.989	Saccharolipids	0.862					Saccharolipids	0.862	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Monosaccharides; Monoterpenoids; Monocyclic monoterpenoids; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Saccharolipids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	621.291	1369	22.812	832272602907686853	832264869332217572	832264869332217571	3181	
3	C32H48O14	[M - H4O2 + H]+	C32H45O12+	Terpenoids	0.831	Apocarotenoids	0.325	Secoiridoid monoterpenoids	0.209	Lipids and lipid-like molecules	0.991	Saccharolipids	0.905					Saccharolipids	0.905	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Monosaccharides; Monoterpenoids; Monocyclic monoterpenoids; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Saccharolipids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	621.291	1369	22.812	832272602907686854	832264869332217572	832264869332217571	3181	
4	C33H40N4O8	[M + H]+	C33H41N4O8+	Amino acids and Peptides	0.264	Macrolides	0.399	Open-chain polyketides	0.064	Lipids and lipid-like molecules	0.590							Lipids and lipid-like molecules	0.590	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	621.291	1369	22.812	832272602907686855	832264869332217572	832264869332217571	3181	
5	C33H42N4O9	[M - H2O + H]+	C33H41N4O8+	Amino acids and Peptides	0.498	Macrolides	0.631	Open-chain polyketides	0.219	Lipids and lipid-like molecules	0.538							Lipids and lipid-like molecules	0.538	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Secondary alcohols; Carbonyl compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	621.291	1369	22.812	832272602907686856	832264869332217572	832264869332217571	3181	
6	C33H44N4O10	[M - H4O2 + H]+	C33H41N4O8+	Amino acids and Peptides	0.660	Macrolides	0.656	Open-chain polyketides	0.320	Organic oxygen compounds	0.999	Organooxygen compounds	0.999	Carbohydrates and carbohydrate conjugates	0.502			Carbohydrates and carbohydrate conjugates	0.502	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary alcohols; Carbonyl compounds; Polyols; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	621.291	1369	22.812	832272602907686857	832264869332217572	832264869332217571	3181	
7	C30H46O12	[M + Na]+	C30H46NaO12+	Terpenoids	0.806	Sesquiterpenoids	0.415	Open-chain polyketides	0.112	Lipids and lipid-like molecules	0.975	Saccharolipids	0.777					Saccharolipids	0.777	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Monosaccharides; Monoterpenoids; Monocyclic monoterpenoids; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Saccharolipids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	621.291	1369	22.812	832272602907686858	832264869332217572	832264869332217571	3181	
8	C27H50O13	[M + K]+	C27H50KO13+	Terpenoids	0.476	Fatty acyl glycosides	0.431	Fatty acyl glycosides of mono- and disaccharides	0.318	Lipids and lipid-like molecules	0.978	Saccharolipids	0.790					Saccharolipids	0.790	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Monosaccharides; Monoterpenoids; Monocyclic monoterpenoids; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Saccharolipids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	621.291	1369	22.812	832272602907686859	832264869332217572	832264869332217571	3181	
9	C31H39F3N4O6	[M + H]+	C31H40F3N4O6+	Alkaloids	0.564	Pseudoalkaloids (transamidation)	0.042	Tropane alkaloids	0.032	Organic acids and derivatives	0.919	Carboxylic acids and derivatives	0.917	Amino acids, peptides, and analogues	0.502	Amino acids and derivatives	0.503	Amino acids and derivatives	0.503	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Alkyl fluorides; Carboxylic acid derivatives; Organofluorides; Carbonyl compounds; Amines; Alkyl halides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	621.291	1369	22.812	832272602907686860	832264869332217572	832264869332217571	3181	
10	C31H41F3N4O7	[M - H2O + H]+	C31H40F3N4O6+	Alkaloids	0.364	Linear polyketides	0.057	Tropane alkaloids	0.026	Organoheterocyclic compounds	0.947	Azoles	0.718					Azoles	0.718	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Alkyl fluorides; Carboxylic acid derivatives; Organofluorides; Secondary carboxylic acid amides; Carbonyl compounds; Alkyl halides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	621.291	1369	22.812	832272602907686861	832264869332217572	832264869332217571	3181	
1	C34H34N6O6S2	[M + H2O - H]-	C34H35N6O7S2-	Amino acids and Peptides	0.265	Oligopeptides	0.409	Chalcones	0.052	Organic acids and derivatives	0.967	Carboxylic acids and derivatives	0.848	Amino acids, peptides, and analogues	0.685	Amino acids and derivatives	0.667	N-acyl-alpha amino acids and derivatives	0.728	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Benzyl alcohols; Biphenyls and derivatives; Alpha amino acids and derivatives; Tetrazoles; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Phenyltetrazoles and derivatives; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Aromatic alcohols; Sulfenyl compounds; Alkylarylthioethers; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Aryl thioethers; Organic nitrogen compounds; Chemical entities	703.198	1369	22.823	832272598403003645	832264765066003081	832264765066003080	921	
1	C16H17F3N4O	[M + CH2O2 - H]-	C17H18F3N4O3-	Alkaloids	0.975	Nicotinic acid alkaloids	0.147	Pyridine alkaloids	0.146	Benzenoids	0.985	Benzene and substituted derivatives	0.953	Trifluoromethylbenzenes	0.884			Trifluoromethylbenzenes	0.884	Organic compounds; Organoheterocyclic compounds; Imidazoles; Pyridines and derivatives; Alkyl aryl ethers; Alcohols and polyols; Ethers; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Alkyl fluorides; Organofluorides; Benzene and substituted derivatives; Benzenoids; Alkyl halides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Trifluoromethylbenzenes; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	383.133	1370	22.836	832272583840378672	832264765326049964	832264765326049963	928	
2	C17H19F3N4O3	[M - H]-	C17H18F3N4O3-	Alkaloids	0.821	Histidine alkaloids	0.028	Imidazole alkaloids	0.028	Benzenoids	0.989	Benzene and substituted derivatives	0.926	Trifluoromethylbenzenes	0.842			Trifluoromethylbenzenes	0.842	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Alkyl fluorides; Carboxylic acid derivatives; Organofluorides; Secondary carboxylic acid amides; Benzene and substituted derivatives; N-substituted imidazoles; Phenol ethers; Benzenoids; Alkyl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Trifluoromethylbenzenes; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; 2-heteroaryl carboxamides; Chemical entities	383.133	1370	22.836	832272583840378670	832264765326049964	832264765326049963	928	
3	C17H17F3N4O2	[M + H2O - H]-	C17H18F3N4O3-	Alkaloids	0.914	Histidine alkaloids	0.031	Imidazole alkaloids	0.031	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Ethers	0.814	Diarylethers	0.696	Diarylethers	0.696	Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Ethers; Organic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Organic carbonic acids and derivatives; Azoles; Ureas; Alkyl fluorides; Organofluorides; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Diarylethers; Alkyl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Trifluoromethylbenzenes; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	383.133	1370	22.836	832272583840378671	832264765326049964	832264765326049963	928	
4	C18H18N4O3	[M + CH2O2 - H]-	C19H19N4O5-	Alkaloids	0.940	Histidine alkaloids	0.061	Imidazole alkaloids	0.060	Organic acids and derivatives	0.947	Carboxylic acids and derivatives	0.842	Carboxylic acid derivatives	0.747	Carboxylic acid amides	0.732	2-heteroaryl carboxamides	0.788	Organic compounds; Organoheterocyclic compounds; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Benzene and substituted derivatives; Substituted imidazoles; N-substituted imidazoles; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; 2-heteroaryl carboxamides; Chemical entities	383.133	1370	22.836	832272583840378678	832264765326049964	832264765326049963	928	
1	C29H39FN4O7S	[M - H]-	C29H38FN4O7S-	Fatty acids	0.223	Eicosanoids	0.452	Thromboxanes	0.056	Organic acids and derivatives	0.985	Carboxylic acids and derivatives	0.862	Amino acids, peptides, and analogues	0.686	Amino acids and derivatives	0.693	Amino acids and derivatives	0.693	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Benzenesulfonamides; Halobenzenes; Nitrobenzenes; Alcohols and polyols; Phenethylamines; Amphetamines and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organosulfonic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Aryl fluorides; Fluorobenzenes; Organic nitro compounds; Sulfonyls; Organic oxoazanium compounds; Organofluorides; Organosulfonamides; Acetals; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Aryl halides; Aminosulfonyl compounds; Sulfenyl compounds; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	605.245	1371	22.845	832272575560821670	832264765363798705	832264765363798704	929	
